answerKey,id,A,B,C,D,stem,Grade,subject,category
D,MSA_2015_5_14,less distance in more time,equal distance in more time,equal distance in equal times,greater distance in equal times,"Space Junk Everything seemed normal in space. Astronauts were working on a space station. Suddenly, Mission Control1 ordered them to leave the station. They rushed to the escape pod.2 Inside the pod, they waited for further orders. A small piece of space junk was speeding toward the space station at 28,000 kilometers (17,500 miles) per hour. The crew could be in danger! Ten minutes later, Mission Control sent an all-clear order. The station and crew were safe. Leftover Litter More than 1,600 pieces, large and small, became space junk. There are other kinds of space trash, too. Astronauts drop tools. They lose screws and drop gloves. Even chipped paint can become space junk. So can regular trash that's tossed from space stations. Small Scraps, Big Damage All this trash can cause problems. Litter that's orbiting Earth can travel at 7.7 kilometers (about 5 miles) per second. That's fast! No wonder space junk can crack windows, chip heat shields,3 and rip solar panels. Sometimes space junk falls to Earth. Friction with particles in Earth's atmosphere causes most junk to burn up. Really big pieces slam into the ground. Some splash into oceans. That's why scientists track space junk. They use radar and telescopes. These tools can track objects larger than a grapefruit. Millions of pieces are much smaller than this. These small pieces can do big damage. Yet there is no way to track them. Scientists are thinking of ways to clean up space. One way is to shoot lasers at space trash. The lasers would push the litter farther away. The only problem is Earth's gravity would eventually pull it back. It would become a problem again later. Here's another way. Make spacecrafts with giant nets. The nets would catch the litter. Then the litter could be dumped into Earth's atmosphere. The litter would burn up. Scientists still need to find other solutions. No doubt they will. As a piece of space junk falls to Earth, it travels",5,science,Train
B,MSA_2015_5_15,protecting space stations that orbit Earth from the junk,keeping the junk from falling into Earth's habitats,transforming space junk into useful materials,permitting humans to leave junk in space,"Space Junk Everything seemed normal in space. Astronauts were working on a space station. Suddenly, Mission Control1 ordered them to leave the station. They rushed to the escape pod.2 Inside the pod, they waited for further orders. A small piece of space junk was speeding toward the space station at 28,000 kilometers (17,500 miles) per hour. The crew could be in danger! Ten minutes later, Mission Control sent an all-clear order. The station and crew were safe. Leftover Litter More than 1,600 pieces, large and small, became space junk. There are other kinds of space trash, too. Astronauts drop tools. They lose screws and drop gloves. Even chipped paint can become space junk. So can regular trash that's tossed from space stations. Small Scraps, Big Damage All this trash can cause problems. Litter that's orbiting Earth can travel at 7.7 kilometers (about 5 miles) per second. That's fast! No wonder space junk can crack windows, chip heat shields,3 and rip solar panels. Sometimes space junk falls to Earth. Friction with particles in Earth's atmosphere causes most junk to burn up. Really big pieces slam into the ground. Some splash into oceans. That's why scientists track space junk. They use radar and telescopes. These tools can track objects larger than a grapefruit. Millions of pieces are much smaller than this. These small pieces can do big damage. Yet there is no way to track them. Scientists are thinking of ways to clean up space. One way is to shoot lasers at space trash. The lasers would push the litter farther away. The only problem is Earth's gravity would eventually pull it back. It would become a problem again later. Here's another way. Make spacecrafts with giant nets. The nets would catch the litter. Then the litter could be dumped into Earth's atmosphere. The litter would burn up. Scientists still need to find other solutions. No doubt they will. Collecting space junk before it falls to Earth would most likely have a positive effect on the natural environment by",5,science,Train
B,MSA_2015_5_24,Pluto gets less sunlight than Earth's moon,the other planets are much larger than Pluto,the other planets have moons and Pluto does not,Pluto rotates on its axis and the other planets do not,Scientists compared Pluto with other objects in the solar system and found that Pluto is smaller than Earth's moon. This finding caused scientists to question whether Pluto is a planet because,5,science,Train
A,MSA_2015_5_38,leaking oil from the oil platform might pollute the water,fishing from the oil platform might reduce the fish population,drilling in the ocean floor might reduce the water temperature,changing the ocean floor might increase the number of hurricanes,Offshore oil platforms affect ocean habitats. An ocean environment is most likely damaged by an offshore oil platform because,5,science,Train
C,MSA_2015_5_39,melt,dissolve,become a fossil,evaporate into vapor,"Paleontologists often find and study the remains of ancient plants and animals. When the remains of ancient plants and animals are covered by layers of sediment over time, the remains",5,science,Train
A,MSA_2015_5_46,the mass,the volume,the temperature,the state of matter,"A beaker containing 50 milliliters of ice is placed on a windowsill. After several hours, the ice melts. What property of the ice did not change when it melted?",5,science,Train
A,MSA_2015_5_8,an earthquake shaking the ground,sediment washing into a bay,a rainstorm weathering rock,water flowing in stream,Natural processes cause rapid and slow changes to Earth's surface. Which event causes changes to Earth's surface most rapidly?,5,science,Train
C,TIMSS_2003_4_pg16,It changes color.,It becomes heavier.,It changes into water vapor.,It stops bubbling.,What happens to water when it boils?,4,science,Train
D,TIMSS_2003_4_pg24,Fog and clouds,Rain and snow,Clouds and ice,Sunshine and rain,Which pair together could cause a rainbow?,4,science,Train
A,TIMSS_2003_4_pg27,Air,Soap,Water,Nothing,"When you make soap bubbles, what is inside the bubbles?",4,science,Train
D,TIMSS_2003_4_pg28,The Earth,Mars,The Moon,The Sun,Which of these is hottest?,4,science,Train
D,TIMSS_2003_4_pg33,Cat,Dog,Lion,Rabbit,Which animal eats only plants?,4,science,Train
E,TIMSS_2003_4_pg36,dead trees,water,animal bones,oil wells,Large amounts of metals like iron and aluminum are found in,4,science,Train
A,TIMSS_2003_4_pg37,Copper is a good conductor of heat.,Copper is easy to melt.,Copper is difficult to shape.,Copper dissolves in hot water.,Yumiko gave some reasons why kettles and kitchen pans are often made of copper. Which reason is correct?,4,science,Train
C,TIMSS_2003_4_pg5,clear glass and green glass.,paper cups and plastic cups.,iron nails and aluminum nails.,sand and salt.,A strong magnet will separate a mixture of,4,science,Train
A,TIMSS_2003_4_pg58,"rabbit, seed, bird","seed, bird, wind","Volcano, candle, rabbit","wind, candle, volcano",Which group consists only of living things?,4,science,Train
C,TIMSS_2003_4_pg70,one week,two weeks,one month,one year,Kate sees a full moon. About how much time will go by before the next full moon?,4,science,Train
